,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Doors,Mileage_km
4908,21253,308,TOYOTA,Aqua,2015,Hatchback,Yes,Hybrid,1.5,81200 km,4.0,Automatic,Front,Left wheel,Silver,4,4,81200.0
4909,18033,764,KIA,Optima,2015,Sedan,Yes,Petrol,2,35336 km,4.0,Automatic,Front,Left wheel,White,4,4,35336.0
4910,35908,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,61297 km,4.0,Automatic,Front,Left wheel,Silver,4,4,61297.0
4911,470,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,202864 km,4.0,Automatic,Front,Left wheel,Blue,0,4,202864.0
4912,13172,-,HONDA,FIT,2010,Hatchback,No,Petrol,1.5,180800 km,4.0,Tiptronic,Front,Left wheel,Grey,8,4,180800.0
4913,17876,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,125000 km,4.0,Variator,Front,Left wheel,Black,12,4,125000.0
4914,21652,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,161345 km,4.0,Automatic,Front,Left wheel,Silver,4,4,161345.0
4915,8467,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,70066 km,4.0,Automatic,Front,Left wheel,White,12,4,70066.0
4916,3293,1668,DODGE,Challenger,2012,Coupe,Yes,Petrol,5.7,202592 km,8.0,Automatic,Rear,Left wheel,Black,12,2,202592.0
4917,14740,531,HYUNDAI,Accent,2012,Hatchback,No,Petrol,1.6,214400 km,4.0,Tiptronic,Front,Left wheel,Grey,10,4,214400.0
4918,78403,-,JAGUAR,XF,2016,Sedan,Yes,Petrol,3.0 Turbo,63000 km,6.0,Tiptronic,Rear,Left wheel,Black,6,4,63000.0
4919,121524,3057,MERCEDES-BENZ,CLS 55 AMG,2019,Sedan,Yes,Petrol,6,0 km,12.0,Automatic,Rear,Left wheel,Black,12,4,
4920,38445,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,70745 km,4.0,Automatic,Front,Left wheel,White,4,4,70745.0
4921,3293,1024,LEXUS,IS 250,2010,Sedan,Yes,Petrol,2.5,128992 km,6.0,Automatic,4x4,Left wheel,Silver,12,4,128992.0
4922,16621,640,FORD,Focus,2013,Sedan,Yes,Hybrid,2,145000 km,4.0,Tiptronic,Front,Left wheel,Grey,8,4,145000.0
4923,24920,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,130484 km,4.0,Automatic,Front,Left wheel,Silver,4,4,130484.0
4924,15053,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4 Turbo,75200 km,4.0,Automatic,Front,Left wheel,White,12,4,75200.0
4925,13799,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,77251 km,4.0,Automatic,Front,Left wheel,Silver,4,4,77251.0
4926,9408,-,FORD,Transit Connect,2007,Goods wagon,No,Diesel,1.8,211000 km,4.0,Manual,Front,Left wheel,White,4,4,211000.0
4927,16621,-,MITSUBISHI,Delica,2001,Minivan,No,Petrol,3,158000 km,6.0,Automatic,4x4,Right-hand drive,White,4,4,158000.0
4928,11917,-,VOLKSWAGEN,Golf,2006,Hatchback,No,Diesel,1.9 Turbo,290000 km,4.0,Manual,Front,Left wheel,Grey,4,4,290000.0
4929,14740,639,FORD,Focus SE,2014,Hatchback,No,Petrol,2,135313 km,4.0,Automatic,Front,Left wheel,White,6,4,135313.0
4930,34497,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,33000 km,4.0,Automatic,Front,Left wheel,Grey,12,4,33000.0
4931,706,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,271904 km,6.0,Automatic,4x4,Left wheel,Silver,12,4,271904.0
4932,862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478 km,4.0,Automatic,Front,Left wheel,White,12,4,130478.0
4933,11604,799,OPEL,Astra,2010,Hatchback,No,Diesel,1.9 Turbo,167000 km,4.0,Tiptronic,Front,Left wheel,Blue,4,4,167000.0
4934,19416,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,124228 km,4.0,Automatic,Front,Left wheel,Black,4,4,124228.0
4935,37633,-,BMW,750,2010,Sedan,Yes,Petrol,4.4 Turbo,170000 km,8.0,Automatic,Rear,Left wheel,Black,12,4,170000.0
4936,26030,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,Left wheel,Blue,0,4,52062.0
4937,9000,364,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1,52000 km,3.0,Tiptronic,Front,Left wheel,Blue,4,4,52000.0
4938,2509,761,TOYOTA,Prius,2010,Jeep,Yes,Hybrid,1.8,256966 km,4.0,Automatic,Front,Left wheel,Blue,12,4,256966.0
4939,13739,1172,FORD,Taurus,2011,Sedan,Yes,Petrol,3.5,112000 km,4.0,Automatic,Front,Left wheel,Silver,4,4,112000.0
4940,40769,-,FORD,Mustang,2015,Coupe,No,Petrol,3.7,150000 km,6.0,Automatic,Rear,Left wheel,Red,8,2,150000.0
4941,5331,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2,731513 km,4.0,Automatic,Front,Left wheel,Silver,4,4,731513.0
4942,9095,944,OPEL,Astra,2008,Hatchback,No,Diesel,1.7 Turbo,219000 km,4.0,Manual,Front,Left wheel,Grey,4,4,219000.0
4943,30,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,152700 km,4.0,Automatic,Front,Left wheel,White,8,4,152700.0
4944,14454,642,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2,165892 km,4.0,Automatic,Front,Left wheel,Black,4,4,165892.0
4945,10349,-,PORSCHE,Cayenne,2003,Jeep,Yes,Petrol,4.5,149000 km,8.0,Tiptronic,4x4,Left wheel,Black,12,4,149000.0
4946,784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,Left wheel,Black,12,4,102397.0
4947,18362,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,99949 km,4.0,Automatic,Front,Left wheel,Blue,4,4,99949.0
4948,21181,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,79570 km,4.0,Automatic,Front,Left wheel,Silver,4,4,79570.0
4949,8000,1268,TOYOTA,Aqua,2012,Hatchback,Yes,Hybrid,1.5,47000 km,4.0,Automatic,Front,Right-hand drive,Sky blue,6,4,47000.0
4950,42337,891,BMW,328 sulev,2016,Sedan,Yes,Petrol,2.0 Turbo,41000 km,4.0,Automatic,Rear,Left wheel,Grey,12,4,41000.0
4951,26814,891,KIA,Sorento SX,2016,Jeep,Yes,Petrol,2.0 Turbo,33371 km,4.0,Automatic,Front,Left wheel,Grey,10,4,33371.0
4952,10349,584,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,70000 km,4.0,Automatic,Front,Left wheel,Silver,12,4,70000.0
4953,52696,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,107845 km,4.0,Automatic,Front,Left wheel,Silver,4,4,107845.0
4954,35269,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,77721 km,4.0,Automatic,Front,Left wheel,White,4,4,77721.0
4955,15367,-,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,Petrol,3.7,186000 km,6.0,Tiptronic,4x4,Left wheel,Black,12,4,186000.0
4956,25089,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,160000 km,4.0,Automatic,Front,Left wheel,White,12,4,160000.0
4957,14113,474,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,120000 km,4.0,Automatic,Front,Left wheel,Silver,12,4,120000.0
4958,3,1502,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,134400 km,4.0,Tiptronic,Front,Right-hand drive,Black,6,4,134400.0
4959,45000,2606,BMW,M5,2008,Sedan,Yes,Petrol,5,113473 km,10.0,Tiptronic,Rear,Left wheel,White,10,4,113473.0
4960,14740,574,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,88000 km,4.0,Automatic,Front,Left wheel,White,0,4,88000.0
4961,3763,1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6.0,Automatic,4x4,Left wheel,Black,12,4,366869.0
4962,8781,915,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3,146098 km,6.0,Automatic,4x4,Left wheel,Silver,0,4,146098.0
4963,14426,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,176213 km,4.0,Automatic,Front,Left wheel,Black,12,4,176213.0
4964,12074,862,FORD,Fusion,2011,Sedan,Yes,Petrol,2.5,109729 km,4.0,Automatic,Front,Left wheel,Silver,4,4,109729.0
4965,7840,-,OPEL,Astra,1999,Hatchback,No,Petrol,1.8,253000 km,4.0,Manual,Front,Left wheel,Silver,4,4,253000.0
4966,16308,586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,195200 km,4.0,Automatic,Front,Left wheel,Black,12,4,195200.0
4967,12570,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,112720 km,4.0,Automatic,Front,Left wheel,Grey,4,4,112720.0
4968,470,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,106442 km,4.0,Automatic,Front,Left wheel,White,0,4,106442.0
4969,392,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,0 km,4.0,Automatic,Front,Left wheel,Silver,0,4,
4970,19757,-,TOYOTA,4Runner,2005,Jeep,No,Petrol,4.7,18000 km,6.0,Tiptronic,4x4,Left wheel,Silver,10,4,18000.0
4971,1882,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,Left wheel,Grey,12,4,146395.0
4972,43278,917,BMW,X5,2013,Jeep,Yes,Petrol,3.0 Turbo,74000 km,6.0,Tiptronic,4x4,Left wheel,Blue,12,4,74000.0
4973,24458,-,MERCEDES-BENZ,Sprinter,2007,Microbus,No,Diesel,2.2 Turbo,249000 km,4.0,Manual,Rear,Left wheel,White,2,4,249000.0
4974,20385,924,TOYOTA,Corolla Im,2017,Hatchback,No,Petrol,1.8,27000 km,4.0,Tiptronic,Front,Left wheel,White,12,4,27000.0
4975,10976,-,FORD,Transit,1998,Universal,No,Diesel,2.5,135000 km,6.0,Manual,Rear,Right-hand drive,Red,2,2,135000.0
4976,16308,-,VOLKSWAGEN,CC,2008,Sedan,Yes,Petrol,2.0 Turbo,13522 km,4.0,Manual,Front,Left wheel,Silver,10,4,13522.0
4977,14426,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,98000 km,4.0,Automatic,Front,Right-hand drive,White,8,4,98000.0
4978,14113,640,FORD,C-MAX,2013,Hatchback,No,Hybrid,2,100000 km,4.0,Variator,Front,Left wheel,White,12,4,100000.0
4979,46414,-,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.5,56000 km,4.0,Tiptronic,4x4,Left wheel,Black,8,4,56000.0
4980,10976,-,KIA,Picanto,2016,Hatchback,No,Petrol,1.2,140000 km,4.0,Manual,Front,Left wheel,Silver,2,4,140000.0
4981,18189,640,SUBARU,XV,2013,Hatchback,Yes,Petrol,2,134000 km,4.0,Variator,4x4,Left wheel,Blue,16,4,134000.0
4982,13172,836,DODGE,Caliber,2010,Hatchback,No,Petrol,2,114000 km,4.0,Variator,Front,Left wheel,Silver,8,4,114000.0
4983,7213,988,RENAULT,Kangoo,2007,Goods wagon,No,Diesel,1.5 Turbo,150000 km,4.0,Manual,Front,Left wheel,White,2,2,150000.0
4984,784,765,LEXUS,NX 200,2015,Jeep,Yes,Petrol,2,109336 km,4.0,Automatic,4x4,Left wheel,Grey,12,4,109336.0
4985,10663,-,NISSAN,X-Trail,2004,Jeep,Yes,CNG,2,190000 km,4.0,Automatic,4x4,Left wheel,Black,4,4,190000.0
4986,48261,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,22601 km,4.0,Automatic,Front,Left wheel,Grey,4,4,22601.0
4987,32954,1514,LEXUS,LS 460,2011,Sedan,Yes,Petrol,4.6,195303 km,4.0,Automatic,Front,Left wheel,Black,4,4,195303.0
4988,6899,-,SUZUKI,Aerio SX,2003,Hatchback,No,Petrol,2,192000 km,4.0,Automatic,Front,Left wheel,Blue,2,4,192000.0
4989,16621,552,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.5,250000 km,4.0,Automatic,Front,Left wheel,White,10,4,250000.0
4990,13328,645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,103000 km,4.0,Automatic,Front,Left wheel,Golden,0,4,103000.0
4991,54697,1091,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,59066 km,4.0,Automatic,Front,Left wheel,Black,4,4,59066.0
4992,10349,-,MERCEDES-BENZ,E 220,2001,Sedan,No,Diesel,2.2 Turbo,255000 km,4.0,Manual,Rear,Left wheel,Blue,6,4,255000.0
4993,549,891,AUDI,A6,2016,Sedan,Yes,Petrol,2,97826 km,4.0,Automatic,4x4,Left wheel,Grey,0,4,97826.0
4994,40769,-,MERCEDES-BENZ,G 55 AMG,1996,Jeep,Yes,Petrol,5.5,180000 km,8.0,Automatic,4x4,Left wheel,Black,8,2,180000.0
4995,11368,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,151382 km,4.0,Automatic,Front,Left wheel,Silver,4,4,151382.0
4996,12858,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,392894 km,4.0,Automatic,Front,Left wheel,Silver,4,4,392894.0
4997,43905,-,BMW,328,2013,Sedan,Yes,Diesel,2.0 Turbo,85000 km,4.0,Tiptronic,Rear,Left wheel,Grey,8,4,85000.0
4998,10663,-,OPEL,Corsa,2004,Hatchback,No,Diesel,1.3 Turbo,108000 km,4.0,Tiptronic,Front,Left wheel,Silver,6,4,108000.0
4999,39201,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,51787 km,4.0,Automatic,Front,Left wheel,White,4,4,51787.0
5000,3500,-,OPEL,Vectra,1996,Sedan,No,CNG,2,23000 km,4.0,Manual,Rear,Left wheel,Green,3,4,23000.0
5001,11886,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,113660 km,4.0,Automatic,Front,Left wheel,Grey,4,4,113660.0
5002,10641,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,75346 km,4.0,Automatic,Front,Left wheel,White,4,4,75346.0
5003,14269,552,HONDA,FIT,2011,Hatchback,No,Petrol,1.5,80000 km,4.0,Automatic,Front,Left wheel,White,8,4,80000.0
5004,13328,1481,AUDI,Q7,2017,Jeep,Yes,Petrol,3,44642 km,6.0,Automatic,4x4,Left wheel,Black,0,4,44642.0
5005,17562,502,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,67224 km,4.0,Automatic,Front,Left wheel,Sky blue,8,4,67224.0
5006,3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,Left wheel,White,12,4,156518.0
5007,17249,707,MITSUBISHI,Outlander sport,2011,Jeep,No,Petrol,2,95000 km,4.0,Tiptronic,Front,Left wheel,Silver,8,4,95000.0
5009,21953,690,HONDA,FIT,2016,Hatchback,No,Petrol,1.5,50400 km,4.0,Variator,Front,Left wheel,Yellow,12,4,50400.0
5010,100,-,NISSAN,Murano,2004,Jeep,No,Petrol,3,200000 km,4.0,Automatic,4x4,Left wheel,Black,5,5,200000.0
5011,16935,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454 km,4.0,Automatic,Front,Left wheel,Black,0,4,71454.0
5012,100,-,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,14554 km,4.0,Tiptronic,Front,Left wheel,Carnelian red,10,4,14554.0
5013,15053,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,70222 km,4.0,Tiptronic,Front,Left wheel,Silver,10,4,70222.0
5014,5331,-,MITSUBISHI,Pajero IO,1998,Jeep,No,Petrol,1.8,250000 km,4.0,Automatic,4x4,Right-hand drive,Silver,2,4,250000.0
5015,392,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,308331 km,4.0,Automatic,Front,Left wheel,Silver,12,4,308331.0
5016,11604,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,0 km,4.0,Automatic,Front,Left wheel,White,12,4,
5017,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,Left wheel,Black,12,4,167222.0
5018,48575,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,87196 km,4.0,Automatic,Front,Left wheel,Grey,4,4,87196.0
5019,5331,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,319301 km,4.0,Automatic,Front,Left wheel,White,12,4,319301.0
5020,20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,126100 km,4.0,Automatic,Front,Left wheel,Silver,4,4,126100.0
5021,53154,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,99000 km,4.0,Automatic,Front,Left wheel,Silver,4,4,99000.0
5022,1333,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,114963 km,4.0,Automatic,Front,Left wheel,Black,12,4,114963.0
5023,7213,-,HONDA,FIT,2003,Sedan,No,Petrol,1.5,240000 km,2.0,Tiptronic,Front,Right-hand drive,Blue,4,4,240000.0
5024,31361,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,55000 km,6.0,Automatic,Front,Left wheel,Black,12,4,55000.0
5025,15053,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,71000 km,6.0,Automatic,Front,Left wheel,White,0,4,71000.0
5026,251,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,318467 km,6.0,Automatic,4x4,Left wheel,Blue,12,4,318467.0
5027,19757,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,109356 km,4.0,Automatic,Front,Left wheel,Brown,12,4,109356.0
5028,7213,-,MITSUBISHI,Colt,2004,Hatchback,Yes,Petrol,1.5,222222 km,4.0,Variator,Front,Right-hand drive,Silver,2,4,222222.0
5029,21953,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,94200 km,4.0,Automatic,Front,Left wheel,Blue,8,4,94200.0
5030,20385,-,HYUNDAI,Santa FE,2006,Jeep,Yes,Diesel,2.2,88000 km,6.0,Tiptronic,4x4,Left wheel,Silver,8,4,88000.0
5031,16308,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,96000 km,4.0,Tiptronic,Front,Left wheel,Black,10,4,96000.0
5032,15681,-,INFINITI,FX35,2004,Jeep,Yes,Petrol,3.5,224000 km,6.0,Tiptronic,4x4,Left wheel,Black,6,4,224000.0
5033,8781,-,MERCEDES-BENZ,C 200,2000,Sedan,Yes,LPG,2,150000 km,4.0,Automatic,Rear,Left wheel,Silver,6,5,150000.0
5034,4077,-,OPEL,Astra,2000,Hatchback,No,CNG,1.6,270000 km,4.0,Manual,Front,Left wheel,White,8,4,270000.0
5035,15681,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,162000 km,4.0,Automatic,Front,Left wheel,Grey,8,4,162000.0
5036,20385,781,HYUNDAI,H1,2012,Sedan,Yes,Diesel,2.5,82260 km,4.0,Automatic,Front,Left wheel,Black,4,4,82260.0
5037,15367,-,MERCEDES-BENZ,C 230 2.5,2006,Sedan,Yes,Petrol,2.5,216000 km,6.0,Manual,Rear,Left wheel,Black,6,4,216000.0
5038,25089,-,MERCEDES-BENZ,CLS 55 AMG,2005,Sedan,Yes,Petrol,5.5 Turbo,333000 km,8.0,Tiptronic,Rear,Left wheel,Black,8,4,333000.0
5039,15053,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,314523 km,4.0,Automatic,Front,Left wheel,Silver,4,4,314523.0
5040,4704,-,NISSAN,Serena,2000,Goods wagon,Yes,Diesel,2.3,220000 km,4.0,Manual,Rear,Left wheel,Blue,6,4,220000.0
5041,7213,-,BMW,325,2001,Sedan,No,Petrol,2.5,230000 km,6.0,Manual,Rear,Left wheel,Black,8,4,230000.0
5042,45473,-,TOYOTA,Hilux,2017,Pickup,No,Petrol,2.4,80000 km,4.0,Manual,4x4,Left wheel,White,12,4,80000.0
5043,19130,1759,TOYOTA,Highlander 2.4 lit,2006,Jeep,No,Petrol,2.4,193840 km,4.0,Automatic,Front,Left wheel,Silver,12,4,193840.0
5044,4328,614,CHEVROLET,Aveo,2009,Sedan,Yes,Petrol,1.2,171138 km,4.0,Automatic,Front,Left wheel,Blue,4,4,171138.0
5045,15053,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,102400 km,4.0,Automatic,Front,Left wheel,Silver,12,4,102400.0
5046,6586,-,VOLKSWAGEN,Golf,2000,Sedan,No,Petrol,1.8 Turbo,0 km,4.0,Automatic,Front,Right-hand drive,Silver,8,4,
5047,3450,834,TOYOTA,Venza,2013,Jeep,Yes,Petrol,2.7,186349 km,4.0,Automatic,4x4,Left wheel,White,12,4,186349.0
5048,11447,-,FORD,Fiesta,2011,Hatchback,No,Petrol,1.3,139200 km,4.0,Manual,Front,Left wheel,White,8,4,139200.0
5049,42337,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,37000 km,4.0,Automatic,4x4,Left wheel,White,12,4,37000.0
5050,314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,Left wheel,White,12,4,225510.0
5051,10976,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,230400 km,4.0,Automatic,Front,Left wheel,White,10,4,230400.0
5052,28909,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,83500 km,4.0,Automatic,Front,Left wheel,Silver,4,4,83500.0
5053,20385,-,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6 Turbo,0 km,4.0,Automatic,Rear,Left wheel,Black,12,4,
5054,627,1304,BMW,X6,2013,Jeep,Yes,Petrol,4.4,118656 km,8.0,Automatic,4x4,Left wheel,Black,12,4,118656.0
5055,6115,779,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,152400 km,4.0,Automatic,Front,Left wheel,Silver,12,4,152400.0
5056,25000,-,TOYOTA,Camry Le,2012,Sedan,No,Petrol,2.5,276800 km,6.0,Tiptronic,Front,Left wheel,Black,10,4,276800.0
5057,627,934,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,113102 km,4.0,Automatic,4x4,Left wheel,Red,12,4,113102.0
5058,5000,-,OPEL,Omega,1997,Universal,No,LPG,2,0 km,4.0,Manual,Rear,Left wheel,Golden,2,4,
5059,18503,-,TOYOTA,Prius,2012,Hatchback,No,Petrol,1.8,160000 km,4.0,Variator,Front,Left wheel,White,8,4,160000.0
5060,29793,-,MERCEDES-BENZ,ML 320,2009,Jeep,Yes,Diesel,3.2 Turbo,245000 km,6.0,Automatic,4x4,Left wheel,Beige,0,4,245000.0
5061,26491,502,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,69500 km,4.0,Automatic,Front,Left wheel,Silver,4,4,69500.0
5062,28225,-,BMW,535,2011,Sedan,Yes,Petrol,3.5 Turbo,200000 km,6.0,Tiptronic,Rear,Left wheel,White,6,4,200000.0
5063,5175,639,BMW,428,2014,Coupe,Yes,Petrol,2,107003 km,4.0,Automatic,4x4,Left wheel,White,12,2,107003.0
5064,2822,900,BUICK,Century,2015,Sedan,Yes,Petrol,2.4,105403 km,4.0,Automatic,Front,Left wheel,White,12,4,105403.0
5065,50184,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122497 km,4.0,Automatic,Front,Left wheel,Blue,4,4,122497.0
5066,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,205968 km,6.0,Automatic,4x4,Left wheel,White,12,4,205968.0
5067,15681,-,BMW,X5,2004,Jeep,Yes,Petrol,3,205000 km,6.0,Tiptronic,4x4,Left wheel,Grey,6,4,205000.0
5068,549,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,420053 km,4.0,Automatic,Front,Left wheel,Blue,12,4,420053.0
5069,44533,-,MAZDA,Mazda 6,2017,Sedan,Yes,Petrol,2.5,71500 km,4.0,Tiptronic,Front,Left wheel,Black,12,4,71500.0
5070,6899,-,VOLKSWAGEN,Jetta,2003,Sedan,No,Petrol,2,179000 km,4.0,Manual,Front,Left wheel,Silver,8,4,179000.0
5071,17249,-,HYUNDAI,Sonata,2011,Sedan,No,Hybrid,2.4,153321 km,4.0,Tiptronic,Front,Left wheel,Silver,8,4,153321.0
5072,6899,-,CHRYSLER,PT Cruiser,2002,Hatchback,No,Petrol,2,99000 km,4.0,Tiptronic,Front,Right-hand drive,Green,4,4,99000.0
5073,8311,-,SUZUKI,CERVO,2010,Universal,No,Petrol,0.6,101000 km,4.0,Manual,4x4,Right-hand drive,White,2,2,101000.0
5074,15323,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,170341 km,4.0,Automatic,Front,Left wheel,White,4,4,170341.0
5075,25089,917,MERCEDES-BENZ,Sprinter Maxi-ს Max,2013,Microbus,Yes,Diesel,3.0 Turbo,328000 km,6.0,Tiptronic,Rear,Left wheel,White,6,4,328000.0
5076,188,1659,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928 km,8.0,Automatic,4x4,Left wheel,Black,12,4,101928.0
5077,15681,-,MERCEDES-BENZ,E 270,2002,Sedan,Yes,Diesel,2.7 Turbo,306089 km,5.0,Tiptronic,Rear,Left wheel,Blue,12,4,306089.0
5078,5800,-,OPEL,Zafira,1999,Minivan,No,CNG,1.8,0 km,4.0,Manual,Front,Left wheel,White,2,4,
5079,24148,-,HYUNDAI,Sonata LPG,2014,Sedan,Yes,LPG,2,42000 km,4.0,Automatic,Front,Left wheel,Silver,4,4,42000.0
5080,17562,1296,TOYOTA,Camry Hybrid,2008,Sedan,Yes,Hybrid,2.4,78490 km,4.0,Tiptronic,Front,Left wheel,Black,12,4,78490.0
5081,3900,-,HONDA,Odyssey,1999,Minivan,No,Petrol,2.3,68000 km,4.0,Automatic,Front,Right-hand drive,Silver,4,4,68000.0
5082,5018,-,AUDI,A4,2001,Sedan,Yes,CNG,2.8,25000 km,6.0,Tiptronic,Front,Left wheel,Silver,8,4,25000.0
5083,10976,-,JEEP,Grand Cherokee,2004,Jeep,Yes,Petrol,4.7,140800 km,8.0,Automatic,4x4,Left wheel,Blue,6,4,140800.0
5084,45473,-,TOYOTA,Highlander,2011,Jeep,Yes,Petrol,3.5,112000 km,6.0,Tiptronic,4x4,Left wheel,Grey,10,4,112000.0
5085,9252,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,144000 km,4.0,Variator,Front,Right-hand drive,White,0,4,144000.0
5086,14583,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4.0,Automatic,Rear,Left wheel,White,12,4,265558.0
5087,251,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4.0,Automatic,Front,Left wheel,Black,12,4,39552.0
5088,12231,-,FORD,Transit,2002,Microbus,No,Diesel,2.0 Turbo,205000 km,4.0,Manual,Front,Left wheel,White,2,4,205000.0
5089,1350,-,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.2,1000 km,4.0,Automatic,Front,Right-hand drive,Silver,4,4,1000.0
